id,song_id,song_title,song_artist,spotify_link
221,21,Dream On,Aerosmith,[{'song_link': 'https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe'}]
222,22,I Don’t Want to Miss a Thing,Aerosmith,[{'song_link': 'https://open.spotify.com/track/2QoAsBYPMO1rbgtRgXIS62'}]
223,23,Walk This Way,Aerosmith,[{'song_link': 'https://open.spotify.com/track/6qUEOWqOzu1rLPUPQ1ECpx'}]
224,24,Cryin’,Aerosmith,[{'song_link': 'https://open.spotify.com/track/4t1fWWJQs5V9YErfsrDslC'}]
225,25,Love in an Elevator,Aerosmith,[]
226,26,Pretty Fly (For a White Guy),The Offspring,[{'song_link': 'https://open.spotify.com/track/3SFXsFpeGmBTtQvKiwYMDA'}]
227,27,Self Esteem,The Offspring,[{'song_link': 'https://open.spotify.com/track/1FkoVC85Ds3mFoK0fVqEqP'}]
228,28,"You’re Gonna Go Far, Kid",The Offspring,[{'song_link': 'https://open.spotify.com/intl-es/track/3B10iVjoTp86ofJAAg8ttV'}]
229,29,The Kids Aren’t Alright,The Offspring,[{'song_link': 'https://open.spotify.com/track/4EchqUKQ3qAQuRNKmeIpnf'}]
230,30,Come Out and Play (Keep ’Em Separated),The Offspring,[{'song_link': 'https://open.spotify.com/track/0Yb5Kfpf3boElZNa61wPdJ'}]
231,31,One,Metallica,[{'song_link': 'https://open.spotify.com/track/3sRZqCxbnwiKKPe57WoT6S'}]
232,32,Nothing Else Matters,Metallica,[{'song_link': 'https://open.spotify.com/track/3ZFwuJwUpIl0GeXsvF1ELf'}]
233,33,Enter Sandman,Metallica,[{'song_link': 'https://open.spotify.com/track/5sICkBXVmaCQk5aISGR3x1'}]
234,34,Master of Puppets,Metallica,[{'song_link': 'https://open.spotify.com/album/2Lq2qX3hYhiuPckC8Flj21'}]
235,35,The Unforgiven,Metallica,[]
236,36,Evergreen,Richy Mitch & The Coal Miners,[{'song_link': 'https://open.spotify.com/track/6me7F0aaZjwDo6RJ5MrfBD'}]
237,37,Lake Missoula,Richy Mitch & The Coal Miners,[{'song_link': 'https://open.spotify.com/track/4x1dWc1GgAfC04GcTlllax'}]
238,38,Lucerne,Richy Mitch & The Coal Miners,[{'song_link': 'https://open.spotify.com/track/5FQAVPtRADIWBGZUu4K2dk'}]
239,39,St.Paul,Richy Mitch & The Coal Miners,[{'song_link': 'https://open.spotify.com/track/29jmagcZbBFFJ7jDcsbfCW'}]
240,40,Evergreen (feat. Caamp),Richy Mitch & The Coal Miners,[{'song_link': 'https://open.spotify.com/track/0BzTjRJQjOxMZpCAGnPXhp'}]
241,41,Willing To Find An Answer To Understand How To Borrow Money From Cash App,Lejwe La Motheo Artist Development,[]
242,42,Killing in the Name,Rage Against The Machine,[{'song_link': 'https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp'}]
243,43,Bulls on Parade,Rage Against The Machine,[{'song_link': 'https://open.spotify.com/track/4MAxrLl9mQmpd6l0sqhkfL'}]
244,44,Know Your Enemy,Rage Against The Machine,[{'song_link': 'https://open.spotify.com/track/1XTGyfJeMiZXrZ1W3NolcB'}]
245,45,Wake Up,Rage Against The Machine,[{'song_link': 'https://open.spotify.com/track/2QiqwOVUctPRVggO9G1Zs5'}]
246,46,Sleep Now In the Fire,Rage Against The Machine,[{'song_link': 'https://open.spotify.com/track/1MQTmpYOZ6fcMQc56Hdo7T'}]
247,47,I Will Follow You into the Dark,Death Cab for Cutie,[{'song_link': 'https://open.spotify.com/track/3kZC0ZmFWrEHdUCmUqlvgZ'}]
248,48,Transatlanticism,Death Cab for Cutie,[{'song_link': 'https://open.spotify.com/track/4LF1dMlOHe8VfmMut7YiIs'}]
249,49,Soul Meets Body,Death Cab for Cutie,[{'song_link': 'https://open.spotify.com/track/5yc59J3MR3tVDPTOgwgRI5'}]
250,50,What Sarah Said,Death Cab for Cutie,[{'song_link': 'https://open.spotify.com/track/2JFrlsJBH4IDt3Suot97dP'}]
251,51,A Lack of Color,Death Cab for Cutie,[{'song_link': 'https://open.spotify.com/track/44Hy3c6mdShBZDV9X62BGT'}]
252,52,How You Remind Me,Nickelback,[{'song_link': 'https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf'}]
253,53,Far Away,Nickelback,[{'song_link': 'https://open.spotify.com/track/4gFQa84nForSLip9hXYp9t'}]
254,54,Rockstar,Nickelback,[]
255,55,Photograph,Nickelback,[]
256,56,Animals,Nickelback,[{'song_link': 'https://open.spotify.com/track/5vvoFE63Z7yw2TTj4icSDn'}]
257,57,Mirrors,Justin Timberlake,[{'song_link': 'https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV'}]
258,58,Suit & Tie,Justin Timberlake,[{'song_link': 'https://open.spotify.com/track/6vt0I1cw1YmAIKDJvHVIM5'}]
259,59,Say Something,Justin Timberlake,[{'song_link': 'https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3'}]
260,60,SexyBack,Justin Timberlake,[{'song_link': 'https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR'}]
261,61,Can’t Stop The Feeling!,Justin Timberlake,[{'song_link': 'https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc'}]
262,62,Bullet with Butterfly Wings,The Smashing Pumpkins,[{'song_link': 'https://open.spotify.com/track/1EzeXGaZdqsA4Nst1AIAL2'}]
263,63,1979,The Smashing Pumpkins,[{'song_link': 'https://open.spotify.com/track/5QLHGv0DfpeXLNFo7SFEy1'}]
264,64,Disarm,The Smashing Pumpkins,[{'song_link': 'https://open.spotify.com/track/6YIggUJW3ttAAPRdnki8RM'}]
265,65,Mayonaise,The Smashing Pumpkins,[{'song_link': 'https://open.spotify.com/track/0jmKzJmUEKNbC7eU8YfOiA'}]
266,66,Today,The Smashing Pumpkins,[{'song_link': 'https://open.spotify.com/track/1XPta4VLT78HQnVFd1hlsK'}]
267,67,Little Dark Age,MGMT,[{'song_link': 'https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM'}]
268,68,Kids,MGMT,[{'song_link': 'https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU'}]
269,69,Electric Feel,MGMT,[{'song_link': 'https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt'}]
270,70,Time to Pretend,MGMT,[{'song_link': 'https://open.spotify.com/track/4iG2gAwKXsOcijVaVXzRPW'}]
271,71,When You Die,MGMT,[{'song_link': 'https://open.spotify.com/track/3td69vL9Py7Ai9wfXYnvji'}]
272,72,You Are My Sunshine,Johnny Cash,[{'song_link': 'https://open.spotify.com/track/6P1RRSWIzwCLZKJWN9mNNm'}]
273,73,Folsom Prison Blues,Johnny Cash,[{'song_link': 'https://open.spotify.com/track/0Avmi9t3sOcaGSs1DSbgDg'}]
274,74,Ring of Fire,Johnny Cash,[{'song_link': 'https://open.spotify.com/track/6YffUZJ2R06kyxyK6onezL'}]
275,75,Hurt,Johnny Cash,[{'song_link': 'https://open.spotify.com/track/28cnXtME493VX9NOw9cIUh'}]
276,76,I Walk The Line,Johnny Cash,[{'song_link': 'https://open.spotify.com/track/7hxZF4jETnE5Q75rKQnMjE'}]
277,77,Lady Marmalade,Christina Aguilera,[{'song_link': 'https://open.spotify.com/track/0WeM70hkHomP10xHUup39A'}]
278,78,Genie in a Bottle,Christina Aguilera,[{'song_link': 'https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP'}]
279,79,Hurt,Christina Aguilera,[{'song_link': 'https://open.spotify.com/track/6gDXbcILAyBa2skSdbUYq7'}]
280,80,Fall in Line,Christina Aguilera,[{'song_link': 'https://open.spotify.com/track/25qfFpoGhk9Njgu5nl36sS'}]
281,81,Beautiful,Christina Aguilera,[{'song_link': 'https://open.spotify.com/track/3TCauNPqFiniaYHBvEVoHG'}]
282,82,Titanium,David Guetta,[{'song_link': 'https://open.spotify.com/intl-es/track/0lHAMNU8RGiIObScrsRgmP'}]
283,83,2U,David Guetta,[{'song_link': 'https://open.spotify.com/intl-es/track/3A7qX2QjDlPnazUsRk5y0M'}]
284,84,Hey Mama,David Guetta,[{'song_link': 'https://open.spotify.com/track/5b2bu6yyATC1zMXDGScJ2d'}]
285,85,Say My Name,David Guetta,[{'song_link': 'https://open.spotify.com/track/2MQNjITXkaQRjN5SYaZlCL'}]
286,86,I’m Good (Blue),David Guetta,[{'song_link': 'https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK'}]
287,87,Baba O’Riley,The Who,[{'song_link': 'https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD'}]
288,88,Who Are You,The Who,[{'song_link': 'https://open.spotify.com/track/3x2bXiU0o4WbsPkawXlfDA'}]
289,89,Behind Blue Eyes,The Who,[{'song_link': 'https://open.spotify.com/track/0cKk8BKEi7zXbdrYdyqBP5'}]
290,90,Won’t Get Fooled Again,The Who,[{'song_link': 'https://open.spotify.com/track/0cJPLFrlV7TTCyPLupHzcH'}]
291,91,Pinball Wizard,The Who,[{'song_link': 'https://open.spotify.com/track/60C8zGPTdAAmDshHnMuyfc'}]
292,92,Sweet Angel (Angel),Jimi Hendrix,[{'song_link': 'https://open.spotify.com/track/3t3CO2eP3gLbiFFN5Z4gmB'}]
293,93,Machine Gun - Live at Fillmore East 1/1/70 [First Show],Jimi Hendrix,[{'song_link': 'https://open.spotify.com/track/47XzyeCErz1ojPKMcNwfN2'}]
294,94,Hear My Train A Comin’,Jimi Hendrix,[]
295,95,Happy Birthday,Jimi Hendrix,[{'song_link': 'https://open.spotify.com/track/2aphIFyBEMnE1MErI4guZP'}]
296,96,Freedom,Jimi Hendrix,[{'song_link': 'https://open.spotify.com/track/7emVwhF4OMemAT65nbpuZO'}]
297,97,"Sugar, We’re Goin Down",Fall Out Boy,[{'song_link': 'https://open.spotify.com/track/2TfSHkHiFO4gRztVIkggkE'}]
298,98,Thnks fr th Mmrs,Fall Out Boy,[{'song_link': 'https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP'}]
299,99,Centuries,Fall Out Boy,[{'song_link': 'https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq'}]
300,100,Immortals,Fall Out Boy,[{'song_link': 'https://open.spotify.com/track/3Te8uLyit6X3ncNW8Fp3K2'}]
301,1,Uma Thurman,Fall Out Boy,[{'song_link': 'https://open.spotify.com/intl-es/track/0KpuroGrGdzkSVFXQK510i'}]
302,2,Alive,Pearl Jam,[{'song_link': 'https://open.spotify.com/track/1L94M3KIu7QluZe63g64rv'}]
303,3,Even Flow,Pearl Jam,[{'song_link': 'https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei'}]
304,4,Black,Pearl Jam,[{'song_link': 'https://open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY'}]
305,5,Jeremy,Pearl Jam,[]
306,6,Yellow Ledbetter,Pearl Jam,[{'song_link': 'https://open.spotify.com/track/3bE5slaVEfaDreqARl6k4M'}]
307,7,T.N.T.,AC/DC,[{'song_link': 'https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb'}]
308,8,Back in Black,AC/DC,[{'song_link': 'https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj'}]
309,9,Highway to Hell,AC/DC,[{'song_link': 'https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s'}]
310,10,Thunderstruck,AC/DC,[{'song_link': 'https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj'}]
311,11,You Shook Me All Night Long,AC/DC,[{'song_link': 'https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo'}]
312,12,Enjoy the Silence,Depeche Mode,[{'song_link': 'https://open.spotify.com/intl-es/track/6WK9dVrRABMkUXFLNlgWFh'}]
313,13,Personal Jesus,Depeche Mode,[{'song_link': 'https://open.spotify.com/track/72a9JWKqJ8SGo0OdyCS12P'}]
314,14,Everything Counts,Depeche Mode,[{'song_link': 'https://open.spotify.com/track/1R1vbkHj40yexphG1i7x27'}]
315,15,Never Let Me Down Again,Depeche Mode,[{'song_link': 'https://open.spotify.com/track/0T57cTUpYpvSvZ3GowBuTP'}]
316,16,Strangelove,Depeche Mode,[]
317,17,Porcelain,Moby,[{'song_link': 'https://open.spotify.com/track/5fJAYWoFgXm26HLNViFiUh'}]
318,18,Flower,Moby,[{'song_link': 'https://open.spotify.com/track/1dzrG2Vo2LNH4vAQBHxqrT'}]
319,19,Extreme Ways,Moby,[{'song_link': 'https://open.spotify.com/track/5dcUUklOiH01fVEH5pmWRs'}]
320,20,Natural Blues,Moby,[{'song_link': 'https://open.spotify.com/track/4qUVntQ46fmejnJDlRlJpw'}]
321,21,Why Does My Heart Feel So Bad?,Moby,[{'song_link': 'https://open.spotify.com/track/3QMEtL9Yh1HShyxVBZobEC'}]
322,22,Blowin’ in the Wind,Bob Dylan,[{'song_link': 'https://open.spotify.com/track/18GiV1BaXzPVYpp9rmOg0E'}]
323,23,The Times They Are A-Changin’,Bob Dylan,[{'song_link': 'https://open.spotify.com/track/52vA3CYKZqZVdQnzRrdZt6'}]
324,24,Like a Rolling Stone,Bob Dylan,[{'song_link': 'https://open.spotify.com/track/3AhXZa8sUQht0UEdBJgpGc'}]
325,25,All Along the Watchtower,Bob Dylan,[{'song_link': 'https://open.spotify.com/track/0Fnb2pfBfu0ka33d6Yki17'}]
326,26,Murder Most Foul,Bob Dylan,[{'song_link': 'https://open.spotify.com/playlist/1tI8AbGGKHdNcnqeJWfLcR'}]
327,27,Yeah!,USHER,[{'song_link': 'https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX'}]
328,28,Burn,USHER,[{'song_link': 'https://open.spotify.com/track/7D59peEEtva7pDolzDOVAr'}]
329,29,My Boo,USHER,[{'song_link': 'https://open.spotify.com/track/2MSdwf9i8K5qvN2d2tkyk6'}]
330,30,Climax,USHER,[{'song_link': 'https://open.spotify.com/track/5pyVqlqThcxI7tPDjHIzPh'}]
331,31,I Don’t Mind,USHER,[{'song_link': 'https://open.spotify.com/track/58jjlNm6PVfXHzDzv1kr1v'}]
332,32,Many Men (Wish Death),50 Cent,[{'song_link': 'https://open.spotify.com/track/5STdMlrBf6pqWiNE7WqxSi'}]
333,33,In da Club,50 Cent,[{'song_link': 'https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC'}]
334,34,21 Questions,50 Cent,[{'song_link': 'https://open.spotify.com/track/41bIQPBE1lFN0mmw6Lmssz'}]
335,35,P.I.M.P.,50 Cent,[{'song_link': 'https://open.spotify.com/track/3G0yz3DZn3lfraledmBCT0'}]
336,36,Patiently Waiting,50 Cent,[{'song_link': 'https://open.spotify.com/track/6C781pluv3BPxGHHCUJNYc'}]
337,37,Naive,The Kooks,[{'song_link': 'https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU'}]
338,38,She Moves in Her Own Way,The Kooks,[{'song_link': 'https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq'}]
339,39,Bad Habit,The Kooks,[{'song_link': 'https://open.spotify.com/track/3huV7eiNpaQlCB3LbZi9bB'}]
340,40,Seaside,The Kooks,[{'song_link': 'https://open.spotify.com/track/6ZygaqgtPkiahkiYJhYWhn'}]
341,41,Junk of the Heart (Happy),The Kooks,[{'song_link': 'https://open.spotify.com/track/2jZgzSxNSg1hTCq0ewWHGJ'}]
342,42,Every You Every Me,Placebo,[{'song_link': 'https://open.spotify.com/track/2Srd8Jgif3kc6ou6Z4pSYJ'}]
343,43,Pure Morning,Placebo,[{'song_link': 'https://open.spotify.com/track/4AZNKCB6rFuJQQ8Wg2l3Pg'}]
344,44,Running Up That Hill,Placebo,[{'song_link': 'https://open.spotify.com/track/0uYVJ8z5kgMayMNPJA6Cz9'}]
345,45,Without You I’m Nothing,Placebo,[{'song_link': 'https://open.spotify.com/album/4wxoPjHSYFYurNyKaEiZNT'}]
346,46,Meds,Placebo,[{'song_link': 'https://open.spotify.com/album/4rIT7o85FQB2KfTMMT4Pj0'}]
347,47,Complicated,Avril Lavigne,[{'song_link': 'https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F'}]
348,48,Girlfriend,Avril Lavigne,[{'song_link': 'https://open.spotify.com/track/45hOioMDJktr86iKDHC8gr'}]
349,49,Sk8er Boi,Avril Lavigne,[{'song_link': 'https://open.spotify.com/track/00Mb3DuaIH1kjrwOku9CGU'}]
350,50,Head Above Water,Avril Lavigne,[{'song_link': 'https://open.spotify.com/album/3FrkD0TTaXBuW19vuEhDGz'}]
351,51,I’m with You,Avril Lavigne,[{'song_link': 'https://open.spotify.com/track/1jlG3KJ3gdYmhfuySFfpO1'}]
352,52,Look at Me Now,Chris Brown,[{'song_link': 'https://open.spotify.com/track/7a7f6rWrv1vWKltxlpRg9u'}]
353,53,No Guidance,Chris Brown,[{'song_link': 'https://open.spotify.com/track/6i545dyDSZHdc8q9lMKu6S'}]
354,54,Ayo,Chris Brown,[{'song_link': 'https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE'}]
355,55,Privacy,Chris Brown,[{'song_link': 'https://open.spotify.com/track/5kyd6oKvKmj6mWCaAaHoN4'}]
356,56,Love More,Chris Brown,[{'song_link': 'https://open.spotify.com/track/2W6sGkiz61n6SENZKRUv4i'}]
357,57,My Last Duchess,Robert Christopher Brown,[]
358,58,Porphyria’s Lover,Robert Christopher Brown,[]
359,59,The Laboratory,Robert Christopher Brown,[]
360,60,The Patriot,Robert Christopher Brown,[{'song_link': 'https://open.spotify.com/artist/6I63hpHYJGenpC1it1m0f4'}]
361,61,"Home Thoughts, from Abroad",Robert Christopher Brown,[]
362,62,Drive,Incubus,[{'song_link': 'https://open.spotify.com/track/7nnWIPM5hwE3DaUBkvOIpy'}]
363,63,Wish You Were Here,Incubus,[{'song_link': 'https://open.spotify.com/track/3HogHsEJ32SRjGghQo5XIH'}]
364,64,Pardon Me,Incubus,[{'song_link': 'https://open.spotify.com/track/1Y13csEpu3TK5gQdzGLrd8'}]
365,65,Dig,Incubus,[{'song_link': 'https://open.spotify.com/intl-es/track/6oN1SrUxEiLWU5J81MkXiR'}]
366,66,Megalomaniac,Incubus,[{'song_link': 'https://open.spotify.com/track/1rSo624QuuCteNxAzsU3SV'}]
367,67,Teardrop,Massive Attack,[{'song_link': 'https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ'}]
368,68,Angel,Massive Attack,[{'song_link': 'https://open.spotify.com/track/7uv632EkfwYhXoqf8rhYrg'}]
369,69,Paradise Circus,Massive Attack,[{'song_link': 'https://open.spotify.com/track/2BndJYJQ17UcEeUFJP5JmY'}]
370,70,The Spoils,Massive Attack,[{'song_link': 'https://open.spotify.com/track/6wFAieUhSxTK0bnMrq52yc'}]
371,71,Risingson,Massive Attack,[{'song_link': 'https://open.spotify.com/track/6ggJ6MceyHGWtUg1KLp3M1'}]
372,72,The Suburbs,Arcade Fire,[{'song_link': 'https://open.spotify.com/album/3DrgM5X3yX1JP1liNLAOHI'}]
373,73,Reflektor,Arcade Fire,[{'song_link': 'https://open.spotify.com/intl-es/track/7uMZy0bALAdneerERyr7Ks'}]
374,74,Porno,Arcade Fire,[{'song_link': 'https://open.spotify.com/track/48PWHnhCWgPGArCo0rvdm1'}]
375,75,Afterlife,Arcade Fire,[{'song_link': 'https://open.spotify.com/track/6D43oUO6nImERk2psfXdNY'}]
376,76,Wake Up,Arcade Fire,[{'song_link': 'https://open.spotify.com/track/6Hmj7SrLRbreLVfVS7mV1S'}]
377,77,Upside Down,Jack Johnson,[{'song_link': 'https://open.spotify.com/track/6shRGWCtBUOPFLFTTqXZIC'}]
378,78,Banana Pancakes,Jack Johnson,[{'song_link': 'https://open.spotify.com/track/0BgbobvykXxEvxo2HhCuvM'}]
379,79,Better Together,Jack Johnson,[{'song_link': 'https://open.spotify.com/track/0ObiMSbGfNfR2AoZ0Bgap2'}]
380,80,"Sitting, Waiting, Wishing",Jack Johnson,[{'song_link': 'https://open.spotify.com/track/1dnXuEuApvuVqQCn0v9McL'}]
381,81,Flake,Jack Johnson,[{'song_link': 'https://open.spotify.com/track/09dOpua4kGcHzH9Jt6KTzm'}]
382,82,Here Without You,3 Doors Down,[{'song_link': 'https://open.spotify.com/track/3NLrRZoMF0Lx6zTlYqeIo4'}]
383,83,Kryptonite,3 Doors Down,[{'song_link': 'https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6'}]
384,84,When I’m Gone,3 Doors Down,[{'song_link': 'https://open.spotify.com/intl-es/track/1Nuqm2gavvcmZtEFWvbDbK'}]
385,85,Away From the Sun,3 Doors Down,[]
386,86,Loser,3 Doors Down,[{'song_link': 'https://open.spotify.com/track/1aC1IBAETh2XYGOE8kCC6t'}]
387,87,Back to Black,Amy Winehouse,[{'song_link': 'https://open.spotify.com/album/097eYvf9NKjFnv4xA9s2oV'}]
388,88,You Know I’m No Good,Amy Winehouse,[{'song_link': 'https://open.spotify.com/track/4zQuwW24dweWcaX0fEJkP2'}]
389,89,Rehab,Amy Winehouse,[{'song_link': 'https://open.spotify.com/track/1L5tZi0izXsi5Kk5OJf4W0'}]
390,90,Valerie (BBC Radio 1 Live Lounge),Amy Winehouse,[{'song_link': 'https://open.spotify.com/track/6nLvaCZFR1wEzW3sIKpsnr'}]
391,91,Tears Dry on Their Own,Amy Winehouse,[{'song_link': 'https://open.spotify.com/track/6yLX8QnxlnEqZfs3YKCfjF'}]
392,92,Banquet,Bloc Party,[{'song_link': 'https://open.spotify.com/track/2YxXuCdbUpil3P7tRjhW1t'}]
393,93,Helicopter,Bloc Party,[{'song_link': 'https://open.spotify.com/track/4kxYIvDIpWTrZgHn3sYxxC'}]
394,94,This Modern Love,Bloc Party,[{'song_link': 'https://open.spotify.com/track/2PAhcPwab2sJz340QHtunD'}]
395,95,Like Eating Glass,Bloc Party,[{'song_link': 'https://open.spotify.com/track/0K3Xm2MeSXKbvydIJfTpuN'}]
396,96,So Here We Are,Bloc Party,[{'song_link': 'https://open.spotify.com/track/7Jbf5qUrjaRIQG2GAkabKB'}]
397,97,Hey Ya!,Outkast,[{'song_link': 'https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM'}]
398,98,Ms. Jackson,Outkast,[{'song_link': 'https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV'}]
399,99,Roses,Outkast,[{'song_link': 'https://open.spotify.com/track/6bUNEbXT7HovLW6BgPCBsb'}]
400,100,Aquemini,Outkast,[{'song_link': 'https://open.spotify.com/album/5ceB3rxgXqIRpsOvVzTG28'}]
401,1,B.O.B. (Bombs Over Baghdad),Outkast,[{'song_link': 'https://open.spotify.com/track/3WibbMr6canxRJXhNtAvLU'}]
402,2,Your Song,Elton John,[{'song_link': 'https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1'}]
403,3,I’m Still Standing,Elton John,[{'song_link': 'https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2'}]
404,4,Bennie and the Jets,Elton John,[{'song_link': 'https://open.spotify.com/track/0LHzd11GIXVmND7TfQnGiy'}]
405,5,Tiny Dancer,Elton John,[{'song_link': 'https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO'}]
406,6,Don’t Let the Sun Go Down on Me,Elton John,[{'song_link': 'https://open.spotify.com/track/11FcfHd3SOmmrWJPGe7Y30'}]
407,7,Maps,Yeah Yeah Yeahs,[{'song_link': 'https://open.spotify.com/track/0hDQV9X1Da5JrwhK8gu86p'}]
408,8,Heads Will Roll,Yeah Yeah Yeahs,[{'song_link': 'https://open.spotify.com/track/18oWEPapjNt32E6sCM6VLb'}]
409,9,Dance Till Your Dead (Heads Will Roll Remix),Yeah Yeah Yeahs,[{'song_link': 'https://open.spotify.com/track/2idmlkd8oUaQvYEtINpLBX'}]
410,10,Spitting Off the Edge of the World,Yeah Yeah Yeahs,[{'song_link': 'https://open.spotify.com/track/0JX23XA8E7aN1Chj32kgVn'}]
411,11,Y Control,Yeah Yeah Yeahs,[{'song_link': 'https://open.spotify.com/track/5tryzDT3iMMcONq3YHWgC9'}]
412,12,Gin and Juice,Snoop Dogg,[{'song_link': 'https://open.spotify.com/track/0WKYRFtH6KKbaNWjsxqm70'}]
413,13,"Young, Wild & Free",Snoop Dogg,[{'song_link': 'https://open.spotify.com/track/6YbhspuOar1D9WSSnfe7ds'}]
414,14,Drop It Like It’s Hot,Snoop Dogg,[{'song_link': 'https://open.spotify.com/track/2NBQmPrOEEjA8VbeWOQGxO'}]
415,15,Ain’t No Fun (If the Homies Can’t Have None),Snoop Dogg,[{'song_link': 'https://open.spotify.com/track/3bA5Xfk5JyPGtBh00GX8Gk'}]
416,16,Who Am I (What’s My Name)?,Snoop Dogg,[{'song_link': 'https://open.spotify.com/track/12CdB878c6n94tTlNfPcCv'}]
417,17,Day ‘N’ Nite (Nightmare),Kid Cudi,[{'song_link': 'https://open.spotify.com/track/5FEXPoPnzueFJQCPRIrC3c'}]
418,18,Pursuit of Happiness (Nightmare),Kid Cudi,[{'song_link': 'https://open.spotify.com/track/6MtKObWYda2qnNIpJI21uD'}]
419,19,Just What I Am,Kid Cudi,[{'song_link': 'https://open.spotify.com/track/4LoMziEaxdkrSMXtavIJqL'}]
420,20,Soundtrack 2 My Life,Kid Cudi,[{'song_link': 'https://open.spotify.com/track/1cdC9TCqyLwAlsw3fVJaJS'}]
421,21,The Adventures of Moon Man & Slim Shady,Kid Cudi,[{'song_link': 'https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ'}]
422,22,Praying,Kesha,[{'song_link': 'https://open.spotify.com/album/4pfzhxwwQy4B8lySxjwKdt'}]
423,23,TiK ToK,Kesha,[{'song_link': 'https://open.spotify.com/intl-es/track/0HPD5WQqrq7wPWR7P7Dw1i'}]
424,24,Cannibal,Kesha,[{'song_link': 'https://open.spotify.com/track/3JTMWdhcJPiegDSe7SvZS3'}]
425,25,Die Young,Kesha,[{'song_link': 'https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk'}]
426,26,Woman,Kesha,[{'song_link': 'https://open.spotify.com/track/1kJtfldK9F7XmsSiSNlbth'}]
427,27,Still into You,Paramore,[{'song_link': 'https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d'}]
428,28,The Only Exception,Paramore,[{'song_link': 'https://open.spotify.com/track/7JIuqL4ZqkpfGKQhYlrirs'}]
429,29,Misery Business,Paramore,[{'song_link': 'https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU'}]
430,30,Hard Times,Paramore,[{'song_link': 'https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh'}]
431,31,That’s What You Get,Paramore,[{'song_link': 'https://open.spotify.com/track/5zoJtk4I8llNkDYDuGdI9E'}]
432,32,No One Knows,Queens of the Stone Age,[{'song_link': 'https://open.spotify.com/track/6NvRxjfYkkT2SpirAlmsjH'}]
433,33,If I Had a Tail,Queens of the Stone Age,[{'song_link': 'https://open.spotify.com/track/06hBdrgjUendZyH9U1WV22'}]
434,34,Go with the Flow,Queens of the Stone Age,[{'song_link': 'https://open.spotify.com/track/0wzRcekWyVCSyPtlPOeJau'}]
435,35,I Appear Missing,Queens of the Stone Age,[{'song_link': 'https://open.spotify.com/track/0Dv8OfSPwrXmNNbE70b9Dq'}]
436,36,I Sat by the Ocean,Queens of the Stone Age,[{'song_link': 'https://open.spotify.com/track/1D3YGmST01Ba0WRiT7THPG'}]
437,37,Last Resort,Papa Roach,[{'song_link': 'https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky'}]
438,38,Scars,Papa Roach,[{'song_link': 'https://open.spotify.com/track/1UREw2MCfU0xwBzCAjxlUD'}]
439,39,Help,Papa Roach,[{'song_link': 'https://open.spotify.com/track/3ViE5zjLk07LjljeUUWtq0'}]
